"año"	"cargo"	"fase"	"lamina"	"referencia"	"uso"	"espesor"	"estaño"	"costo"
"239"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X106L"	"ATUN"	"17"	"A"	97.0930085
"240"	2015	"Comercialización"	"PT"	"L"	"C603X209L"	"ATUN"	"24"	"A"	11.919772327296
"241"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	187.1463586114
"242"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X833X699"	"T3"	"20"	"C"	60.913224099318
"243"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"SARDINA"	"16"	"B"	264.214177
"244"	2015	"Litográfica"	"PT"	"TAPA"	"T202"	"SARDINA"	"18"	"T"	73.5672332
"245"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	39.453872056863
"246"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	116.682207560136
"247"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	82.0886296114
"248"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"PALMITO"	"15"	"B"	622.131832327296
"249"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	165.124063
"250"	2015	"Litográfica"	"PP"	"R"	"C603X209-408-600R"	"ATUN"	"24"	"PP"	53.664761
"251"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X839X702.8"	"T5"	"NPI"	"PP"	304.923022
"252"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	43.8563190214
"253"	2015	"Litográfica"	"PT"	"TAPA"	"T200"	"SARDINA"	"18"	"T"	369.478760607593
"254"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	569.507799101871
"255"	2015	"Litográfica"	"PP"	"L"	"E307X112L"	"ATUN"	"16"	"PP"	91.53188
"256"	2015	"Litográfica"	"PP"	"L"	"E307X110.5L"	"ATUN"	"16"	"PP"	196.120453
"257"	2015	"Otros"	"PP"	"OTROS"	"0.16X843X776"	"DR9"	"NPI"	"PP"	0
"258"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	284.099305327296
"259"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X402R"	"ATUN"	"22"	"A"	244.145423
"260"	2015	"Litográfica"	"PT"	"L"	"E307X108.5L"	"ATUN"	"16"	"T"	12.399682327296
"261"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X209L"	"ATUN"	"24"	"C"	30.282078
"262"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	49.238762327296
"263"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X765X743"	"T3"	"20"	"C"	90.455204099318
"264"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"SARDINA"	"16"	"B"	59.920224
"265"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	22.958715327296
"266"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	182.110056044989
"267"	2015	"Comercialización"	"PP"	"OTROS"	"0.17X870X996"	"DR8"	"NPI"	"C"	121.048804068086
"268"	2015	"Litográfica"	"PP"	"R"	"C300X407R"	"PALMITO"	"16"	"PP"	120.79993
"269"	2015	"Compras e Importaciones"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	54.32842
"270"	2015	"Sanitarios Embutidos"	"PT"	"R"	"EOVAL15R"	"SARDINA"	"18"	"T"	85.977966
"271"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	620.84512258051
"272"	2015	"Litográfica"	"PP"	"L"	"C211X107-201L"	"ATUN"	"17"	"PP"	125.249068
"273"	2015	"Comercialización"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	3.3617190214
"274"	2015	"Compras e Importaciones"	"PT"	"R"	"C202X308R"	"SARDINA"	"15"	"A"	0.1381440214
"275"	2015	"Litográfica"	"PP"	"TAPA"	"T401"	"ATUN"	"22"	"PP"	7.880054
"276"	2015	"Litográfica"	"PT"	"TAPA"	"T211"	"ATUN"	"18"	"T"	15.0906572484741
"277"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202X308R"	"SARDINA"	"15"	"A"	30.871624
"278"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	255.474877
"279"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X776"	"DR9"	"NPI"	"PP"	6.220868
"280"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X208L"	"PEGA"	"18"	"B"	3.4877895
"281"	2015	"Sanitarios Soldadura"	"PP"	"R"	"C300X407R"	"SARD"	"16"	"PP"	1093.72537150592
"282"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X402R"	"ATUN"	"22"	"A"	237.614893
"283"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	161.9820561746
"284"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	67.4551210214
"285"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"18"	"T"	520.627747394342
"286"	2015	"Litográfica"	"PP"	"L"	"E307X109L"	"ATUN"	"NPI"	"PP"	16.587704
"287"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"ATUN"	"17"	"B"	769.4314185
"288"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C300/214X407R"	"VEGETALES"	"16"	"B"	70.885458
"289"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	115.0194590214
"290"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	325.067853347101
"291"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	375.5107528125
"292"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	1580.18279864063
"293"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	267.580911
"294"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	50.306831327296
"295"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X926.8"	"DR9"	"NPI"	"PP"	8.853196
"296"	2015	"Litográfica"	"PP"	"L"	"E307X108.5L"	"ATUN"	"NPI"	"PP"	71.870838
"297"	2015	"Comercialización"	"PT"	"L"	"C211X106L"	"ATUN"	"17"	"A"	48.819276327296
"298"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	571.555480359375
"299"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	52.3386493739787
"300"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	167.093111
"301"	2015	"Litográfica"	"PP"	"R"	"C603X700R"	"PALMITO"	"28"	"PP"	53.93293
"302"	2015	"Litográfica"	"PP"	"TAPA"	"T211"	"ATUN"	"NPI"	"PP"	242.771846
"303"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X817X736"	"DR8"	"NPI"	"PP"	205.992637
"304"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X895X742.95"	"DR8"	"NPI"	"PP"	97.342749099318
"305"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	354.282933
"306"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	57.742876999614
"307"	2015	"Comercialización"	"PT"	"L"	"C211X106L"	"ATUN"	"17"	"A"	1.7116280214
"308"	2015	"Litográfica"	"PP"	"R"	"C211X106L-308L-413R"	"ATUN"	"18"	"PP"	33.18854
"309"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	233.252623
"310"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	43.6830165
"311"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.23X964X832.5"	"T3"	"NPI"	"PP"	359.009442
"312"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	3.069788327296
"313"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X795"	"DR8"	"NPI"	"C"	42.917760099318
"314"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	618.450188
"315"	2015	"Linea General Otros"	"PT"	"L"	"CR904X904X1309L"	"PEGA"	"22"	"B"	10.3
"316"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"TOVAL16"	"SARDINA"	"24"	"T"	2118.8835203273
"317"	2015	"Litográfica"	"PP"	"L"	"E208/211X207.5L"	"SALCH"	"16"	"PP"	130.108042
"318"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	421.309440799561
"319"	2015	"Servicios Generales"	"PT"	"OTROS"	"F610"	"PINT."	"NPI"	"NPI"	59.6271315
"320"	2015	"Litográfica"	"PP"	"L"	"E307X110.5L"	"ATUN"	"16"	"PP"	41.8095015
"321"	2015	"Litográfica"	"PP"	"L"	"E307X109L"	"ATUN"	"NPI"	"PP"	167.280134
"322"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"TOVAL16"	"SARDINA"	"23"	"T"	0.1377860214
"323"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X108.5L"	"ATUN"	"16"	"T"	112.5992735
"324"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X705X1006"	"T4"	"NPI"	"PP"	104.650847
"325"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	10.4677294979575
"326"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	107.087987
"327"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	42.782830327296
"328"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	344.189492960326
"329"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	27.8847772399983
"330"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C401/315X208L"	"ATUN"	"17"	"B"	180.558634
"331"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	449.977236635638
"332"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T200"	"SARDINA"	"18"	"T"	1375.81491950981
"333"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X942"	"DR8"	"NPI"	"C"	97.086136099318
"334"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	62.6050605
"335"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X883X836.8"	"DR8"	"NPI"	"C"	230.761162
"336"	2015	"Litográfica"	"PT"	"TAPA"	"T603"	"PALMITO"	"26"	"T"	450.703281875
"337"	2015	"Servicios Generales"	"PT"	"OTROS"	"A307"	"LG"	"20"	"NPI"	275.996904
"338"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	534.288086
"339"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	56.033793
"340"	2015	"Comercialización"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	25.963453327296
"341"	2015	"Litográfica"	"PP"	"TAPA"	"T300"	"PALMITO"	"18"	"PP"	744.324067
"342"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	44.5865088832062
"343"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	52.588735999614
"344"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	61.9445440214
"345"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	88.9150716114
"346"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	744.174614913365
"347"	2015	"Litográfica"	"PP"	"TAPA"	"TOVAL16"	"SARD"	"23"	"PP"	93.564038
"348"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	74.140903
"349"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"C"	294.900000277625
"350"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	840.352143453835
"351"	2015	"Servicios Generales"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	386.158648
"352"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	492.920946916896
"353"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	213.3114266114
"354"	2015	"Litográfica"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	185.497414145026
"355"	2015	"Litográfica"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	57.686986610877
"356"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	3.527198327296
"357"	2015	"Servicios Generales"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	113.516254999614
"358"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	39.869713
"359"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	342.895704108357
"360"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X801X809"	"T4"	"NPI"	"PP"	124.986339099318
"361"	2015	"Comercialización"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	64.0777290214
"362"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	441.959323358185
"363"	2015	"Litográfica"	"PP"	"L"	"E208/211X207.5L"	"SALCH"	"16"	"PP"	219.308526
"364"	2015	"Litográfica"	"PT"	"TAPA"	"T300"	"SARDINA"	"18"	"T"	75.5405453298649
"365"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	26.7503733055996
"366"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	47.198717
"367"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"PALMITO"	"26"	"T"	251.507971801441
"368"	2015	"Desarrollo de Productos"	"PP"	"TAPA"	"T307EO"	"ATUN"	"22"	"PP"	5.544756
"369"	2015	"Litográfica"	"PP"	"R"	"C603X209L-408R"	"ATUN"	"22"	"PP"	118.757893
"370"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	44.7590346114
"371"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	117.198248
"372"	2015	"Litográfica"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	225.186642
"373"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	93.885497
"374"	2015	"Litográfica"	"PP"	"TAPA"	"T307EO"	"ATUN"	"NPI"	"PP"	171.7009911746
"375"	2015	"Comercialización"	"PT"	"R"	"EOVAL15R"	"SARDINA"	"18"	"T"	43.764818327296
"376"	2015	"Litográfica"	"PT"	"L"	"E211X201L"	"ATUN"	"16"	"T"	145.915135
"377"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X724"	"DR9"	"NPI"	"C"	34.419894099318
"378"	2015	"Litográfica"	"PP"	"TAPA"	"T307EO"	"ATUN"	"21"	"PP"	1057.03959908033
"379"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	389.387686922944
"380"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	18.223800327296
"381"	2015	"Litográfica"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	615.588259
"382"	2015	"Sanitarios Soldadura"	"PT"	"OTROS"	"C404X414MF"	"PINT.E"	"17"	"A"	42.297141
"383"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	77.5760841511358
"384"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.24X733X971"	"T5"	"NPI"	"C"	4.427583
"385"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	77.9243756114
"386"	2015	"Litográfica"	"PP"	"L"	"E307X110L"	"ATUN"	"NPI"	"PP"	4.5348765
"387"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X402R"	"ATUN"	"22"	"A"	143.8022565
"388"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	1252.48737574457
"389"	2015	"Comercialización"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	12.1577290214
"390"	2015	"Comercialización"	"PT"	"R"	"C300/214X407R"	"SARDINA"	"16"	"B"	69.7477280214
"391"	2015	"Litográfica"	"PT"	"L"	"E208/211X207.5L"	"SALCHICHA"	"16"	"T"	5.409508
"392"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"TOVAL16"	"SARDINA"	"24"	"T"	0.1377790214
"393"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T300"	"SARDINA"	"18"	"T"	136.139999
"394"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X402R"	"ATUN"	"24"	"A"	43.02384
"395"	2015	"Comercialización"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	18.3097290214
"396"	2015	"Litográfica"	"PT"	"TAPA"	"T603"	"ATUN"	"26"	"T"	608.733249212686
"397"	2015	"Litográfica"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	162.874261858602
"398"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	33.207797
"399"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	114.637613327296
"400"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X956X926.8"	"DR9"	"NPI"	"PP"	364.705803
"401"	2015	"Litográfica"	"PP"	"TAPA"	"TC-PRY"	"PVC-F"	"18"	"PP"	105.585636
"402"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C401/315X208L"	"ATUN"	"17"	"B"	100.985556990144
"403"	2015	"Litográfica"	"PP"	"OTROS"	"F404"	"PROTEC"	"NPI"	"PP"	983.53047
"404"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	53.2127806114
"405"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	16.3496947912576
"406"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X903X917"	"T5"	"NPI"	"PP"	387.731596926676
"407"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	295.040423560136
"408"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	736.861567788144
"409"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X705X1006"	"T4"	"NPI"	"PP"	6.221324
"410"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	355.2466955
"411"	2015	"Compras e Importaciones"	"PT"	"TAPA"	"T202"	"SARDINA"	"18"	"T"	0
"412"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X1052"	"DR8"	"NPI"	"C"	37.118103099318
"413"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"15"	"A"	151.5108415
"414"	2015	"Comercialización"	"PT"	"L"	"E208/211X207.5L"	"SALCHICHA"	"16"	"T"	3.4877895
"415"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C211/209X400R"	"VEGETALES"	"17"	"B"	2.70493
"416"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C603X402R"	"ATUN"	"22"	"A"	120.5113225
"417"	2015	"Litográfica"	"PP"	"L"	"E307X112L"	"ATUN"	"NPI"	"PP"	28.89731
"418"	2015	"Corte"	"PP"	"TAPA"	"T300"	"PALMITO"	"NPI"	"PP"	257.290856
"419"	2015	"Litográfica"	"PP"	"TAPA"	"T211"	"ATUN"	"18"	"PP"	5.5176535
"420"	2015	"Litográfica"	"PP"	"TAPA"	"TOVAL16"	"SARDINA"	"23"	"PP"	76.540007
"421"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	90.763273999614
"422"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C211/209X400R"	"VEGETALES"	"17"	"B"	170.277685
"423"	2015	"Litográfica"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	52.300205327296
"424"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"SARDINA"	"18"	"T"	95.7756170963653
"425"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X895X816"	"DR8"	"NPI"	"PP"	16.249644099318
"426"	2015	"Litográfica"	"PP"	"TAPA"	"TC"	"PVC.FREE"	"NPI"	"PP"	172.064445
"427"	2015	"Litográfica"	"PT"	"TAPA"	"T307"	"ATUN"	"20"	"T"	384.985861880696
"428"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T214"	"PALMITO"	"18"	"T"	131.226662021067
"429"	2015	"Comercialización"	"PT"	"L"	"E401X202L"	"ATUN"	"22"	"T"	16.6177280214
"430"	2015	"Litográfica"	"PT"	"L"	"E307X110.5L"	"ATUN"	"16"	"T"	13.377937327296
"431"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"16"	"B"	368.382495
"432"	2015	"Litográfica"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	87.4956894
"433"	2015	"Litográfica"	"PP"	"L"	"E307X110.5L"	"ATUN"	"16"	"PP"	33.881542
"434"	2015	"Litográfica"	"PP"	"R"	"C300X407R"	"PALMITO"	"15"	"PP"	247.37929
"435"	2015	"Litográfica"	"PP"	"L"	"E307X110.5L"	"ATUN"	"16"	"PP"	28.724198
"436"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	26.121157327296
"437"	2015	"Litográfica"	"PT"	"L"	"E307X108L"	"ATUN"	"16"	"T"	45.2315630214
"438"	2015	"Litográfica"	"PP"	"TAPA"	"T307EO"	"ATUN"	"22"	"PP"	31.142008
"439"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	746.003865509431
"440"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	35.0985190214
"441"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T211"	"ATUN"	"20"	"T"	47.9817270214
"442"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X308L"	"ATUN"	"17"	"A"	2169.4580846114
"443"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E211X106L"	"ATUN"	"16"	"T"	314.69627475
"444"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.22X705X1006"	"T4"	"NPI"	"PP"	137.329925
"445"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X724"	"DR9"	"NPI"	"C"	54.141844099318
"446"	2015	"Tapas Bebidas"	"PT"	"TAPA"	"TP28X17"	"POLIET"	"21"	"REF"	78.372765
"447"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X945X927"	"DR8"	"NPI"	"C"	7.589815
"448"	2015	"Comercialización"	"PT"	"L"	"E307X113L"	"ATUN"	"16"	"T"	168.7233610214
"449"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.20X833X879"	"T3"	"20"	"C"	126.980503053352
"450"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C603X500L"	"QUESO"	"24"	"C"	193.203081
"451"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211X606L"	"DILUY"	"17"	"B"	136.371255
"452"	2015	"Comercialización"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	3.817302327296
"453"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.18X842X815.09"	"T4"	"NPI"	"PP"	77.013642053352
"454"	2015	"Litográfica"	"PP"	"TAPA"	"TC"	"PVC.FREE"	"NPI"	"PP"	237.1818765
"455"	2015	"Comercialización"	"PT"	"R"	"C300/214X407R"	"SARDINA"	"16"	"B"	36.9777280214
"456"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X776"	"DR9"	"NPI"	"PP"	337.823839
"457"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	73.298268327296
"458"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	112.119076327296
"459"	2015	"Litográfica"	"PT"	"L"	"C401/315X208L"	"ATUN"	"17"	"B"	50.4927784950722
"460"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E211X200L"	"ATUN"	"17"	"T"	137.140823246141
"461"	2015	"Corte"	"PP"	"OTROS"	"0.18X893X807"	"T4"	"NPI"	"PP"	643.7068035
"462"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.16X843X946.1"	"DR9"	"NPI"	"PP"	375.30493
"463"	2015	"Comercialización"	"PP"	"OTROS"	"0.22X892X1000.6"	"T4"	"NPI"	"PP"	127.160989068086
"464"	2015	"Litográfica"	"PT"	"L"	"E307X110L"	"ATUN"	"16"	"T"	184.172790327296
"465"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C401/315X411R"	"PALMITO"	"17"	"B"	96.04263
"466"	2015	"Litográfica"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	48.130959327296
"467"	2015	"Bodega PT"	"PT"	"L"	"E307X112L"	"ATUN"	"16"	"T"	324.176742
"468"	2015	"Sanitarios Soldadura"	"PT"	"R"	"C202/200X308R"	"SARDINA"	"15"	"A"	270.635233
"469"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	45.1777280214
"470"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C401/315X206L"	"ATUN"	"17"	"B"	369.221371
"471"	2015	"Sanitarios Embutidos"	"PT"	"L"	"E307X109L"	"ATUN"	"16"	"T"	189.478685948453
"472"	2015	"Sanitarios Embutidos"	"PT"	"TAPA"	"T307EO"	"ATUN"	"22"	"T"	94.971426
"473"	2015	"Litográfica"	"PT"	"TAPA"	"T315"	"PALMITO"	"22"	"T"	74.84568439
"474"	2015	"Litográfica"	"PT"	"TAPA"	"T401"	"ATUN"	"22"	"T"	11.0842474248726
"475"	2015	"Sanitarios Soldadura"	"PT"	"L"	"C211/209X201L"	"ATUN"	"17"	"A"	366.5892195
"476"	2015	"Litográfica"	"PT"	"TAPA"	"T300"	"PALMITO"	"18"	"T"	57.402604
"477"	2015	"Compras e Importaciones"	"PP"	"OTROS"	"0.17X813X1052"	"DR8"	"NPI"	"C"	81.856686053352
"478"	2015	"Litográfica"	"PP"	"R"	"C603X209L-408R"	"ATUN"	"22"	"PP"	200.1519
